Type_of_Customer,Entering_Time,Number_1,Number_2,Number_3,Server1,Server2,Server3,Average_processing,Total_number,Waiting_Time
3,547.1,1,1,1,2,1,3,4.737931034,3,49.8
3,551.9,1,1,1,2,1,3,5.054545455,3,115.8
3,552.8,1,1,1,2,1,3,5.041573034,3,73.4
3,559.3,1,1,1,3,1,2,5.081111111,3,70.8
3,569.2,2,0,1,1,1,3,5.086813187,3,57.1
3,578.0,2,1,0,1,2,1,5.118478261,3,76.0
3,578.7,1,1,1,3,2,1,5.095698925,3,48.1
3,581.1,0,1,2,3,2,3,5.069148936,3,33.6
3,582.2,0,1,2,3,2,3,5.0705263160000005,3,96.6
3,588.9,0,1,2,3,2,3,5.148958333,3,95.1
3,592.1,0,1,2,3,2,3,5.231958763,3,104.5
3,616.2,0,1,2,2,3,3,5.306122449,3,97.2
3,616.7,0,1,2,2,3,3,5.368686868999999,3,97.1
3,621.9,0,1,2,3,2,3,5.4910000000000005,3,94.1
3,626.4,0,0,3,3,3,3,5.4475247520000005,3,3.4
3,628.2,0,0,3,3,3,3,5.415686275,3,3.7
3,635.8,1,1,1,1,2,3,5.3834951460000005,3,2.9
3,639.0,1,1,1,1,2,3,5.472115385,3,86.3
3,646.8,1,2,0,1,2,2,5.51047619,3,79.1
3,654.9,1,1,1,1,3,2,5.517924527999999,3,78.7
3,657.9,1,1,1,1,3,2,5.479439252000001,3,4.1
3,663.7,1,1,0,1,0,2,5.438888888999999,2,14.8
3,679.6,0,0,3,3,3,3,5.3981651379999995,3,0.0
3,689.7,1,0,2,1,3,3,5.396363636,3,45.7
3,689.9,1,0,2,1,3,3,5.400900901,3,50.0
3,692.4,0,0,2,0,3,3,5.421428571,2,53.4
3,695.3,0,0,2,0,3,3,5.392035397999999,2,5.0
3,703.1,1,0,1,1,0,3,5.3649122810000005,2,37.5
3,730.5,0,0,3,3,3,3,5.384347826,3,23.0
3,734.4,0,0,3,3,3,3,5.375,3,21.1
3,757.6,1,0,2,1,3,3,5.442735043,3,2.2
3,766.9,1,0,2,1,3,3,5.418644068,3,0.0
3,778.5,2,1,0,1,1,2,5.38907563,3,4.3
3,784.1,1,1,1,1,3,2,5.356666667,3,0.6
3,785.9,1,1,1,1,3,2,5.328099174,3,3.7
3,789.1,1,2,0,1,2,2,5.319672131,3,10.6
3,797.1,1,2,0,1,2,2,5.318699187,3,6.0
3,805.7,1,0,2,1,3,3,5.376612903,3,0.0
3,823.5,1,0,1,1,3,0,5.3472,2,0.0
3,835.8,1,0,1,1,0,3,5.3833333329999995,2,0.0
3,838.0,1,0,1,1,0,3,5.509448819,2,97.4
3,854.8,2,1,0,1,1,2,5.5140625,3,50.0
3,855.4,2,1,0,1,1,2,5.480620155,3,3.3
3,861.3,2,0,1,3,1,1,5.4576923079999995,3,0.0
3,879.0,3,0,0,1,1,1,5.452671756,3,24.7
3,882.9,2,1,0,1,1,2,5.423484847999999,3,9.8
3,884.1,2,1,0,1,1,2,5.401503759,3,14.8
3,891.5,2,1,0,1,1,2,5.3828358210000005,3,16.2
3,893.2,2,0,1,1,1,3,5.374074074,3,17.4
3,895.6,2,0,0,1,1,0,5.342647059,2,15.3
3,899.2,2,0,1,1,3,1,5.316058394,3,12.8
3,906.0,0,1,2,3,2,3,5.416666667,3,37.2
3,912.5,0,1,2,2,3,3,5.441007194,3,21.8
3,918.4,0,2,0,2,2,0,5.43,2,1.7
3,924.4,0,1,0,0,2,0,5.4134751770000005,1,5.2
3,935.0,0,2,1,3,2,2,5.416901407999999,3,27.4
3,939.8,0,1,2,3,3,2,5.408391608,3,17.0
3,962.3,2,0,1,1,1,3,5.402777778,3,1.2
3,966.2,1,0,2,1,3,3,5.4268965520000005,3,10.5
3,987.2,1,0,1,3,1,0,5.397260274,2,0.0
3,988.1,1,0,2,3,1,3,5.3945578229999995,3,0.0
3,989.1,1,0,2,3,1,3,5.369594595,3,0.0
3,996.6,1,0,0,0,1,0,5.425503356,1,25.3
3,996.7,1,0,1,3,1,0,5.418666667,2,0.0
3,997.0,1,0,1,3,1,0,5.457615894,2,104.7
3,997.0,1,0,2,3,1,3,5.458552632000001,3,0.0
3,1009.9,3,0,0,1,1,1,5.430718954,3,3.3
3,1050.7,2,1,0,1,1,2,5.405844156000001,3,8.6
3,1060.4,2,0,1,1,1,3,5.422580645,3,10.3
3,1067.8,2,1,0,1,1,2,5.409615385,3,1.9
3,1077.9,1,1,1,1,3,2,5.412101911000001,3,29.8
3,1079.8,0,2,1,3,2,2,5.386708861000001,3,0.0
3,1090.2,2,1,0,1,1,2,5.4220125789999996,3,22.8
3,1095.8,1,2,0,1,2,2,5.4,3,2.3
3,1105.2,1,1,1,1,2,3,5.41552795,3,8.3
3,1112.6,1,0,2,1,3,3,5.396296296,3,8.8
3,1113.3,1,0,2,1,3,3,5.404907975,3,28.4
3,1143.8,0,2,1,2,3,2,5.415853659,3,13.7
3,1157.9,1,1,1,1,2,3,5.426060606,3,0.4
3,1164.5,1,0,2,1,3,3,5.39939759,3,0.2
3,1165.7,0,0,1,3,0,0,5.395808382999999,1,0.0
3,1176.5,0,1,1,2,3,0,5.3803571429999995,2,0.0
3,1176.9,0,1,2,2,3,3,5.426627218999999,3,0.0
3,1177.1,0,1,2,2,3,3,5.434705882,3,2.2
3,1183.9,0,1,2,2,3,3,5.411695906,3,2.0
3,1184.0,0,1,2,2,3,3,5.404069767,3,2.1
3,1198.7,3,0,0,1,1,1,5.512138727999999,3,111.2
3,1200.6,3,0,0,1,1,1,5.503448276,3,63.1
3,1204.4,3,0,0,1,1,1,5.481714286,3,60.0
3,1207.7,3,0,0,1,1,1,5.4590909089999995,3,58.4
3,1212.6,3,0,0,1,1,1,5.461016948999999,3,55.1
3,1223.1,3,0,0,1,1,1,5.467977528,3,56.8
3,1236.6,2,1,0,2,1,1,5.4469273739999995,3,39.1
3,1239.7,2,1,0,2,1,1,5.4405555560000005,3,73.0
3,1241.2,2,1,0,2,1,1,5.4309392270000005,3,75.8
3,1244.0,2,1,0,2,1,1,5.443406593,3,76.7
3,1249.2,2,1,0,2,1,1,5.46010929,3,73.0
3,1249.5,2,1,0,2,1,1,5.4375,3,29.2
3,1253.1,2,1,0,2,1,1,5.413513514,3,20.4
3,1263.4,2,1,0,2,1,1,5.409677418999999,3,65.0
3,1266.0,1,0,2,3,1,3,5.3898395720000005,3,64.7
3,1273.9,2,0,1,1,1,3,5.367021277,3,12.7
3,1275.9,1,1,1,1,3,2,5.346031746,3,56.5
3,1275.9,1,1,1,1,3,2,5.326315789,3,57.2
3,1285.0,1,1,1,1,3,2,5.311518325,3,48.8
3,1285.4,1,1,1,1,3,2,5.325520833,3,49.3
3,1287.9,1,1,0,1,0,2,5.332642487,2,48.4
3,1304.3,1,2,0,1,2,2,5.327319588,3,38.4
3,1314.1,0,1,2,3,3,2,5.380512821,3,96.7
3,1314.5,0,1,2,3,3,2,5.384693877999999,3,28.5
3,1319.6,0,1,2,3,3,2,5.362436548,3,14.4
3,1320.4,0,1,2,3,3,2,5.3636363639999995,3,38.2
3,1322.1,0,1,2,3,3,2,5.352763819,3,17.6
3,1350.1,1,1,0,1,2,0,5.3405,2,17.5
3,2.7,1,0,1,1,0,3,17.6,2,0.0
3,7.7,1,0,2,1,3,3,10.05,3,0.0
3,31.2,1,0,1,3,1,0,7.2,2,0.0
3,46.3,0,0,1,3,0,0,6.475,1,0.0
3,64.2,0,1,1,0,2,3,5.74,2,0.0
3,67.6,0,2,1,2,2,3,5.3,3,0.0
3,77.7,0,0,1,0,3,0,5.528571428999999,1,0.0
3,91.3,0,2,1,2,3,2,5.075,3,0.0
3,95.7,0,1,1,3,0,2,5.166666667,2,0.0
3,96.2,0,1,2,3,3,2,4.78,3,0.0
3,99.5,0,1,2,3,3,2,4.872727273,3,0.0
3,102.0,0,1,1,0,3,2,4.75,2,11.5
3,112.1,2,1,0,1,1,2,4.792307692,3,15.0
3,123.1,1,2,0,1,2,2,4.928571429,3,9.0
3,146.1,2,0,1,1,1,3,4.826666667,3,0.0
3,148.9,2,0,1,1,1,3,5.14375,3,11.7
3,153.6,2,1,0,1,1,2,5.364705882,3,9.4
3,158.6,2,1,0,1,1,2,5.6444444439999995,3,13.3
3,159.6,1,2,0,2,1,2,5.6421052629999995,3,20.3
3,159.8,1,2,0,2,1,2,5.45,3,10.4
3,161.7,1,1,1,3,1,2,5.361904762,3,20.6
3,171.4,1,0,2,1,3,3,5.186363636,3,0.6
3,174.1,1,0,1,1,0,3,5.004347826,2,11.4
3,176.0,2,0,1,1,1,3,5.020833333,3,9.9
3,179.7,2,0,1,1,1,3,5.1,3,11.6
3,181.0,1,0,2,1,3,3,5.042307692,3,5.5
3,181.5,1,0,2,1,3,3,5.044444444,3,93.6
3,184.6,1,0,2,1,3,3,4.921428571,3,5.5
3,212.3,3,0,0,1,1,1,4.968965517,3,64.1
3,224.1,2,1,0,1,1,2,4.856666667,3,56.1
3,249.4,1,2,0,1,2,2,4.8,3,32.4
3,249.8,1,2,0,1,2,2,4.721875,3,32.9
3,254.8,1,2,0,1,2,2,4.736363636,3,28.5
3,256.4,1,2,0,1,2,2,5.176470588,3,67.9
3,261.8,0,3,0,2,2,2,5.242857143,3,23.2
3,266.7,0,3,0,2,2,2,5.2,3,18.2
3,272.6,0,3,0,2,2,2,5.486486486,3,15.9
3,273.4,0,3,0,2,2,2,5.428947367999999,3,19.1
3,274.3,0,3,0,2,2,2,5.4461538460000005,3,58.1
3,277.4,0,1,2,3,3,2,5.37,3,18.4
3,286.0,0,0,3,3,3,3,5.275609756000001,3,2.6
3,294.6,1,0,2,1,3,3,5.526190476,3,39.7
3,304.4,2,0,0,1,1,0,5.520930233,2,34.1
3,306.8,2,1,0,2,1,1,5.495454545,3,16.9
3,308.5,2,1,0,2,1,1,5.62,3,35.3
3,309.8,2,1,0,2,1,1,5.739130435,3,34.2
3,311.3,2,1,0,2,1,1,5.861702127999999,3,52.7
3,320.8,2,1,0,2,1,1,5.76875,3,5.3
3,322.3,2,1,0,2,1,1,5.673469387999999,3,27.8
3,325.5,0,1,2,2,3,3,5.654,3,29.4
3,335.7,0,0,3,3,3,3,5.652941176000001,3,19.4
3,342.4,0,0,3,3,3,3,5.607692308,3,28.9
3,347.9,0,0,3,3,3,3,5.537735849,3,11.7
3,352.7,0,0,2,3,0,3,5.47037037,2,21.9
3,357.0,0,1,2,3,2,3,5.398181817999999,3,3.7
3,364.4,1,1,1,1,3,2,5.335714286,3,11.1
3,373.0,0,1,2,3,3,2,5.614035088,3,281.3
3,375.4,0,1,2,3,3,2,5.539655172000001,3,1.1
3,375.8,0,1,2,3,3,2,5.733898305,3,62.0
3,379.4,0,1,0,2,0,0,5.89,1,259.3
3,383.0,1,0,1,1,3,0,5.831147541,2,0.0
3,385.1,1,0,2,1,3,3,5.791935484,3,0.0
3,392.0,3,0,0,1,1,1,5.755555556,3,4.2
3,397.5,2,0,1,1,1,3,5.7234375,3,16.5
3,402.2,2,0,0,1,1,0,5.816923077,2,128.2
3,402.7,2,0,0,1,1,0,5.831818182,2,111.7
3,408.2,3,0,0,1,1,1,5.886567164,3,122.3
3,411.3,2,1,0,1,1,2,5.814705882,3,19.0
3,416.7,1,1,1,3,1,2,5.898550725,3,133.9
3,420.8,1,2,0,2,1,2,5.988571428999999,3,174.1
3,443.1,2,0,1,1,1,3,5.94084507,3,72.2
3,444.6,2,0,1,1,1,3,5.930555556,3,72.2
3,447.3,2,0,1,1,1,3,5.975342466,3,215.4
3,458.5,3,0,0,1,1,1,5.932432432000001,3,59.4
3,488.0,1,1,0,0,2,1,5.881333333,2,52.0
3,489.8,2,1,0,1,2,1,5.827631579,3,52.3
3,493.7,2,1,0,1,2,1,5.832467532000001,3,72.6
3,496.6,2,1,0,1,2,1,5.812820512999999,3,57.5
3,499.7,2,1,0,1,2,1,5.797468353999999,3,111.6
3,501.8,2,1,0,1,2,1,5.76125,3,44.5
3,502.6,2,1,0,1,2,1,5.714814815,3,52.5
3,505.4,1,2,0,1,2,2,5.659756098,3,51.7
3,520.2,0,0,3,3,3,3,5.701204819,3,155.3
3,522.5,1,2,0,1,2,2,5.70952381,3,149.4
3,528.1,1,2,0,1,2,2,5.698823528999999,3,156.5
3,531.2,0,1,2,3,2,3,5.644186047000001,3,12.7
3,534.2,0,1,2,3,2,3,5.640229885,3,157.8
3,536.9,0,1,2,3,2,3,5.592045455,3,25.3
3,556.7,0,0,3,3,3,3,5.604494382,3,140.3
3,567.1,2,0,1,3,1,1,5.62,3,130.1
3,579.5,2,1,0,1,2,1,5.569230769,3,5.8
3,580.0,2,1,0,1,2,1,5.52173913,3,6.3
3,584.6,2,1,0,1,2,1,5.491397849,3,13.6
3,587.3,2,0,1,1,3,1,5.472340426000001,3,25.6
3,590.1,3,0,0,1,1,1,5.468421052999999,3,114.1
3,607.6,0,1,0,2,0,0,5.432291667,1,26.2
3,618.0,2,1,0,1,1,2,5.395876288999999,3,16.8
3,626.8,2,1,0,1,1,2,5.494897958999999,3,82.5
3,627.4,2,1,0,1,1,2,5.567676767999999,3,414.4
3,637.7,1,2,0,2,1,2,5.567,3,86.7
3,647.4,1,1,1,3,1,2,5.52970297,3,6.4
3,650.1,1,1,1,3,1,2,5.502941176,3,24.8
3,653.1,1,1,1,3,1,2,5.459223301000001,3,2.5
3,655.5,1,0,2,3,1,3,5.486538462,3,350.0
3,656.7,1,0,1,0,1,3,5.4619047620000005,2,62.0
3,658.9,2,0,1,1,1,3,5.464150943,3,91.3
3,686.4,0,2,1,2,2,3,5.5140186920000005,3,362.8
3,690.1,0,2,0,2,2,0,5.476851852,2,39.8
3,690.6,0,2,0,2,2,0,5.455045872,2,60.0
3,707.3,2,0,1,1,1,3,5.457272727,3,262.7
3,711.4,2,0,1,1,1,3,5.481081081,3,303.1
3,711.9,2,0,1,1,1,3,5.479464286,3,278.0
3,723.1,2,0,1,1,1,3,5.534513274,3,336.9
3,727.6,2,0,1,1,1,3,5.509649122999999,3,205.8
3,742.0,3,0,0,1,1,1,5.519130435,3,312.5
3,744.0,2,1,0,1,1,2,5.489655172000001,3,210.4
3,752.0,1,0,2,1,3,3,5.492307692000001,3,322.7
3,763.7,3,0,0,1,1,1,5.483050847,3,316.8
3,763.8,3,0,0,1,1,1,5.542016807,3,576.9
3,766.1,3,0,0,1,1,1,5.62,3,575.2
3,767.4,3,0,0,1,1,1,5.637190082999999,3,619.6
3,770.0,3,0,0,1,1,1,5.6418032789999994,3,429.5
3,772.6,3,0,0,1,1,1,5.691869919,3,677.9
3,777.0,3,0,0,1,1,1,5.688709677,3,427.7
3,788.6,3,0,0,1,1,1,5.7464,3,663.0
3,793.5,3,0,0,1,1,1,5.7809523810000005,3,619.9
3,797.5,3,0,0,1,1,1,5.8259842520000005,3,664.8
3,798.8,3,0,0,1,1,1,5.79140625,3,84.4
3,809.9,2,1,0,1,1,2,5.7899224810000005,3,543.3
3,814.3,2,1,0,1,1,2,5.7684615379999995,3,253.0
3,815.7,2,1,0,1,1,2,5.761068702,3,540.5
3,822.9,2,1,0,1,1,2,5.725757576,3,66.2
3,827.1,1,2,0,1,2,2,5.698496241,3,157.0
3,829.4,2,1,0,1,1,2,5.66641791,3,127.1
3,840.5,2,1,0,1,1,2,5.646666667000001,3,257.2
3,843.5,3,0,0,1,1,1,5.622794118,3,170.3
3,908.7,3,0,0,1,1,1,5.6160583939999995,3,465.9
3,913.3,3,0,0,1,1,1,5.625362319,3,518.8
3,917.2,3,0,0,1,1,1,5.650359712,3,556.6
3,951.8,2,1,0,2,1,1,5.667142857000001,3,532.7
3,952.5,2,1,0,2,1,1,5.635460993,3,54.2
3,953.7,2,1,0,2,1,1,5.697183099,3,615.4
3,955.4,2,0,1,3,1,1,5.6678321679999994,3,67.2
3,957.0,2,0,1,3,1,1,5.652777778,3,211.7
3,963.8,1,2,0,1,2,2,5.626206897,3,73.4
3,976.9,0,3,0,2,2,2,5.616438356000001,3,216.9
3,984.2,0,2,1,3,2,2,5.613605442000001,3,480.3
3,987.2,1,2,0,1,2,2,5.589864865,3,73.9
3,987.6,1,2,0,1,2,2,5.58590604,3,504.9
3,1004.2,2,1,0,1,1,2,5.570666667,3,189.5
3,1006.3,2,0,1,1,1,3,5.543046358,3,65.4
3,1026.5,2,1,0,1,1,2,5.5171052629999995,3,48.3
3,1028.4,2,1,0,1,1,2,5.524183007,3,525.8
3,1033.7,2,1,0,1,1,2,5.516233766,3,411.2
3,1055.4,1,0,2,1,3,3,5.491612902999999,3,73.6
3,1056.6,1,0,2,1,3,3,5.5108974360000005,3,518.7
3,1069.2,1,0,2,1,3,3,5.489171975,3,253.1
3,1084.3,1,1,1,1,3,2,5.463924051,3,48.4
3,1093.4,2,1,0,1,1,2,5.452830189,3,467.4
3,1101.4,2,0,0,1,1,0,5.43875,2,292.1
3,1104.9,3,0,0,1,1,1,5.414906832000001,3,178.0
3,1107.6,3,0,0,1,1,1,5.387654321,3,181.1
3,1107.6,3,0,0,1,1,1,5.3662576689999995,3,310.3
3,1107.6,3,0,0,1,1,1,5.364634146,3,475.9
3,1109.5,3,0,0,1,1,1,5.354545455,3,474.3
3,1118.5,3,0,0,1,1,1,5.360843373,3,469.0
3,1118.8,3,0,0,1,1,1,5.350299401,3,469.8
3,1125.0,3,0,0,1,1,1,5.38452381,3,467.2
3,1135.7,3,0,0,1,1,1,5.426627218999999,3,458.2
3,1138.9,2,1,0,1,2,1,5.411176471,3,379.5
3,1168.3,1,2,0,2,2,1,5.3964912279999995,3,385.3
3,1190.2,1,2,0,2,2,1,5.4290697670000005,3,502.4
3,1202.1,1,1,1,1,3,2,5.414450867,3,359.1
3,1213.3,3,0,0,1,1,1,5.402873562999999,3,386.5
3,1215.6,3,0,0,1,1,1,5.381142857,3,179.1
3,1221.3,3,0,0,1,1,1,5.365909091,3,343.2
3,1222.4,3,0,0,1,1,1,5.370621469,3,380.9
3,1228.9,3,0,0,1,1,1,5.396067416,3,467.2
3,1230.1,3,0,0,1,1,1,5.434078212,3,471.3
3,1232.1,3,0,0,1,1,1,5.42,3,377.4
3,1235.8,1,2,0,2,2,1,5.403314917,3,261.7
3,1248.6,0,3,0,2,2,2,5.407142857,3,455.0
3,1253.0,0,3,0,2,2,2,5.4016393439999995,3,453.0
3,1258.3,0,3,0,2,2,2,5.399456522,3,451.4
3,1265.0,0,3,0,2,2,2,5.429189189,3,445.4
3,1281.6,0,3,0,2,2,2,5.462365591,3,432.0
3,1291.0,2,1,0,1,1,2,5.48342246,3,430.3
3,1298.6,2,1,0,1,1,2,5.467553191,3,337.6
3,1305.4,2,1,0,1,1,2,5.475661376000001,3,420.3
3,1318.8,1,2,0,2,1,2,5.482105262999999,3,411.9
3,1326.8,2,1,0,1,1,2,5.558115183,3,507.5
3,1335.6,3,0,0,1,1,1,5.540625,3,274.0
3,1336.9,3,0,0,1,1,1,5.529015544,3,417.7
3,1344.4,1,0,2,3,3,1,5.517525772999999,3,413.5
3,1345.3,1,0,2,3,3,1,5.5,3,337.7
3,1354.5,1,0,2,3,3,1,5.480612245,3,251.9
3,1356.2,1,0,2,3,3,1,5.4766497460000005,3,405.9
3,1359.6,2,0,1,1,3,1,5.493939394,3,407.2
3,1387.7,1,1,1,3,1,2,5.504020101,3,381.6
3,1390.1,1,1,1,3,1,2,5.4879999999999995,3,329.2
3,16.4,1,0,1,1,3,0,4.4,2,0.0
3,27.6,0,1,1,2,3,0,5.25,2,0.0
3,31.0,0,0,2,3,3,0,5.366666667,2,0.0
3,33.4,0,0,3,3,3,3,4.8,3,0.0
3,34.2,0,0,3,3,3,3,4.32,3,0.0
3,37.7,0,0,1,3,0,0,3.85,1,0.0
3,38.7,0,0,2,3,3,0,4.328571429,2,0.0
3,41.4,0,0,2,3,3,0,4.25,2,0.0
3,43.0,0,0,3,3,3,3,4.266666667,3,0.0
3,47.3,0,0,2,3,0,3,4.51,2,0.0
3,85.2,1,1,1,1,3,2,4.2909090910000005,3,0.0
3,96.5,2,1,0,1,1,2,4.091666667,3,25.3
3,102.2,2,1,0,1,1,2,4.146153846,3,25.9
3,106.2,0,3,0,2,2,2,4.242857143,3,26.7
3,112.8,0,3,0,2,2,2,4.22,3,16.8
3,115.8,0,3,0,2,2,2,4.3375,3,40.0
3,119.5,0,3,0,2,2,2,4.570588235,3,37.4
3,121.3,0,3,0,2,2,2,4.577777778,3,29.3
3,133.5,0,1,1,3,2,0,4.6526315789999995,2,25.0
3,138.3,0,2,1,3,2,2,4.75,3,23.6
3,145.0,1,2,0,1,2,2,4.652380952,3,19.5
3,145.1,1,2,0,1,2,2,4.490909091,3,20.1
3,145.5,1,2,0,1,2,2,4.630434783,3,20.8
3,146.2,1,2,0,1,2,2,4.491666667,3,21.0
3,151.8,1,1,1,1,2,3,4.44,3,22.2
3,153.7,1,1,1,1,2,3,4.557692308,3,23.5
3,154.3,1,1,1,1,2,3,4.477777778,3,14.2
3,161.1,0,0,3,3,3,3,4.414285714,3,14.9
3,176.1,0,1,2,3,2,3,4.448275862,3,6.2
3,180.6,0,1,1,0,2,3,4.42,2,4.1
3,188.1,1,0,1,1,0,3,4.7838709680000004,2,0.2
3,189.2,1,0,1,1,0,3,5.140625,2,42.2
3,200.9,1,1,1,1,2,3,5.039393939,3,2.4
3,211.8,1,0,0,1,0,0,5.182352941,1,21.1
3,216.2,0,3,0,2,2,2,5.1028571430000005,3,14.8
3,233.5,0,0,2,0,3,3,5.016666667,2,4.0
3,243.4,0,0,2,3,0,3,4.932432432,2,0.0
3,246.5,0,0,2,3,0,3,4.863157895,2,0.0
3,261.8,0,1,1,2,3,0,4.769230769,2,0.0
3,265.2,0,1,1,2,3,0,4.795,2,0.0
3,266.0,0,1,2,2,3,3,4.702439023999999,3,0.0
3,270.9,0,0,2,3,3,0,4.669047619,2,0.0
3,279.0,0,0,1,0,3,0,4.620930233,1,0.0
3,280.9,1,0,2,1,3,3,4.543181818,3,0.0
3,281.2,1,0,2,1,3,3,4.595555556,3,5.9
3,284.2,1,2,0,1,2,2,4.517391303999999,3,3.1
3,289.2,0,1,1,3,0,2,4.591489362,2,1.4
3,294.9,0,0,2,0,3,3,4.520833333,2,0.0
3,306.6,0,1,1,3,2,0,4.451020408,2,0.0
3,312.2,0,0,1,3,0,0,4.52,1,0.0
3,317.2,0,0,2,3,0,3,4.6784313730000004,2,0.0
3,318.2,0,0,3,3,3,3,4.707692308,3,0.0
3,320.5,0,0,3,3,3,3,4.6830188680000004,3,0.0
3,323.8,0,0,3,3,3,3,4.633333333,3,6.0
3,340.6,0,1,1,2,3,0,4.603636364,2,0.0
3,355.9,2,0,0,1,1,0,4.621428571,2,50.5
3,359.7,2,0,0,1,1,0,4.615789474,2,52.3
3,365.1,2,1,0,1,1,2,4.563793103,3,26.2
3,369.3,2,1,0,1,1,2,4.533898305,3,41.5
3,392.1,1,1,1,1,3,2,4.56,3,22.5
3,395.9,2,1,0,1,1,2,4.544262295,3,20.4
3,399.1,1,2,0,1,2,2,4.493548387,3,17.9
3,404.2,1,2,0,1,2,2,4.5476190480000005,3,14.2
3,417.0,0,0,3,3,3,3,4.503125,3,2.9
3,418.9,0,0,3,3,3,3,4.5538461539999995,3,1.8
3,420.5,0,0,3,3,3,3,4.640909091,3,1.1
3,429.1,0,0,1,0,0,3,4.792537313,1,2.8
3,433.8,0,1,1,2,0,3,5.0058823530000005,2,410.3
3,443.8,0,1,1,0,2,3,4.949275362,2,2.2
3,455.3,1,0,1,1,3,0,4.8985714289999995,2,0.0
3,456.7,1,0,0,1,0,0,5.012676056,1,394.0
3,475.6,3,0,0,1,1,1,4.979166667,3,370.9
3,487.0,3,0,0,1,1,1,4.924657534,3,220.6
3,487.1,3,0,0,1,1,1,4.952702703,3,374.3
3,490.9,3,0,0,1,1,1,5.032,3,372.5
3,494.6,3,0,0,1,1,1,5.031578947,3,369.1
3,494.9,3,0,0,1,1,1,4.994805195,3,354.2
3,511.0,3,0,0,1,1,1,4.969230769,3,357.4
3,511.9,3,0,0,1,1,1,4.958227848,3,362.4
3,512.7,3,0,0,1,1,1,4.9125,3,218.8
3,523.4,3,0,0,1,1,1,5.148148148,3,360.5
3,535.9,3,0,0,1,1,1,5.129268293,3,340.6
3,538.9,3,0,0,1,1,1,5.172289157,3,339.5
3,550.8,3,0,0,1,1,1,5.154761905,3,329.3
3,565.8,3,0,0,1,1,1,5.131764706,3,321.3
3,572.8,3,0,0,1,1,1,5.103488372,3,295.9
3,579.1,3,0,0,1,1,1,5.128735632,3,722.3
3,595.9,3,0,0,1,1,1,5.130681818,3,488.8
3,598.5,2,1,0,1,2,1,5.133707865,3,558.5
3,602.7,2,1,0,1,2,1,5.108888889,3,287.6
3,602.7,2,1,0,1,2,1,5.086813187,3,344.6
3,613.5,2,1,0,1,2,1,5.057608696,3,335.5
3,614.0,2,1,0,1,2,1,5.090322581000001,3,687.9
3,616.8,2,1,0,1,2,1,5.064893617,3,391.4
3,618.8,2,1,0,1,2,1,5.032631578999999,3,389.9
3,625.6,2,1,0,1,2,1,5.029166667,3,454.7
3,630.8,2,1,0,1,2,1,5.025773196,3,673.5
3,646.4,1,2,0,2,2,1,4.9989795919999995,3,374.8
3,647.2,1,2,0,2,2,1,5.016161616000001,3,661.8
3,652.8,0,3,0,2,2,2,4.978,3,57.5
3,655.6,0,3,0,2,2,2,5.016831683,3,724.8
3,657.8,1,2,0,1,2,2,5.002941176,3,386.0
3,666.5,1,2,0,1,2,2,5.087378641,3,755.5
3,670.1,2,1,0,1,1,2,5.092307691999999,3,719.2
3,677.0,2,1,0,1,1,2,5.096190476,3,715.1
3,678.6,2,1,0,1,1,2,5.059433962,3,205.2
3,696.8,2,1,0,1,1,2,5.079439252,3,738.1
3,696.8,2,1,0,1,1,2,5.0675925930000005,3,635.1
3,698.5,2,1,0,1,1,2,5.059633028,3,696.4
3,732.8,2,0,0,0,1,1,5.029090909,2,218.6
3,733.6,3,0,0,1,1,1,5.137837838,3,930.6
3,734.6,2,1,0,1,2,1,5.108928571,3,322.6
3,737.1,2,1,0,1,2,1,5.09380531,3,705.0
3,737.9,2,1,0,1,2,1,5.165789473999999,3,939.6
3,743.2,2,1,0,1,2,1,5.152173913,3,730.5
3,750.1,3,0,0,1,1,1,5.143965517,3,724.3
3,767.5,1,2,0,2,1,2,5.132478632,3,709.8
3,767.5,1,2,0,2,1,2,5.111016949,3,357.1
3,768.4,1,2,0,2,1,2,5.099159664,3,779.2
3,835.3,1,2,0,2,1,2,5.074166667,3,456.0
3,837.9,1,2,0,2,1,2,5.04214876,3,70.0
3,840.8,0,3,0,2,2,2,5.01557377,3,245.8
3,847.0,0,1,2,3,2,3,5.009756098,3,781.2
3,852.1,1,0,2,1,3,3,5.05483871,3,829.2
3,858.7,1,0,2,1,3,3,5.024,3,91.7
3,864.2,0,0,3,3,3,3,5.022222222,3,765.8
3,889.5,1,0,2,1,3,3,4.999212598,3,407.1
3,895.4,1,1,1,1,3,2,4.97421875,3,194.6
3,911.1,2,1,0,1,1,2,4.949612403,3,398.9
3,933.1,3,0,0,1,1,1,4.934615385,3,382.6
3,937.2,3,0,0,1,1,1,4.9381679389999995,3,694.7
3,940.6,3,0,0,1,1,1,4.916666667,3,414.1
3,942.7,3,0,0,1,1,1,4.909022556,3,689.8
3,952.2,2,0,1,1,3,1,4.899253731,3,691.6
3,954.4,2,1,0,2,1,1,4.891851852,3,695.8
3,956.7,2,1,0,2,1,1,4.888235293999999,3,734.1
3,961.4,1,2,0,2,2,1,4.9102189780000005,3,739.3
3,962.1,1,2,0,2,2,1,4.918115942,3,749.4
3,963.8,1,2,0,2,2,1,4.89352518,3,37.1
3,968.7,1,2,0,2,2,1,4.869285714,3,201.9
3,970.6,1,2,0,2,2,1,4.861702128,3,746.9
